"Company_Name","Ticker","Sub_Sector","Market_Cap","Close_Price","PE_Ratio","5Y_Historical_Revenue_Growth","1Y_Forward_Revenue_Growth","Total_Revenue","PBT","Taxes_And_Other_Items","DII_Holding_Change_3M","FII_Holding_Change_3M","MF_Holding_Change_3M","Promoter_Holding_Change_3M","Percentage_Buy_Records","No_Of_Analysts_With_Buy_Reco","Percentage Upside"
"Mangal Credit and Fincorp Ltd","MANCREDIT","Consumer Finance",227.2003823,116.7,37.30712353,9.922803328,0.0,13.85,8.69,2.6,0.0,0.0,0.0,0.401439661,0.0,0,0.0
"Shree Rama Newsprint Ltd","RAMANEWS","Paper Products",227.0587744,15.6,-3.256723672,-3.958736494,0.0,332.26,-69.72,0.0,0.0,0.008893587,-0.006812542,0.0,0.0,0,0.0
"Zodiac Clothing Company Ltd","ZODIACLOTH","Apparel & Accessories",226.919821,93.45,-13.87040471,-12.69762418,0.0,153.36,-16.46,-0.1,0.0,0.002071929,0.0,0.0,0.0,0,0.0
"MPS Infotecnics Ltd","VISESHINFO","IT Services & Consulting",226.3414398,0.65,-54.80422271,-63.4253297,0.0,1.34,-4.56,-0.43,0.0,0.00370095,0.0,0.0,0.0,0,0.0
"Bharat Parenterals Ltd","BPLPHARMA","Pharmaceuticals",226.2422024,392.0,10.75295639,13.03474031,0.0,219.79,27.87,6.83,0.0,0.0,0.0,0.0,0.0,0,0.0
"LGB Forge Ltd","LGBFORGE","Industrial Machinery",226.1676761,9.55,65.55584816,8.457135996,0.0,130.71,3.45,0.0,-0.003988204,0.003988204,0.0,0.0,0.0,0,0.0
"Tips Films Ltd","TIPSFILMS","Movies & TV Serials",225.6815544,506.7,32.4255107,0.0,0.0,73.37,9.5,2.54,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jasch Industries Ltd","JASCH","Textiles",224.3802715,198.15,11.08598179,12.93067164,0.0,216.08,27.28,7.04,0.0,0.0,0.0,-0.0070609,0.0,0,0.0
"Dhunseri Tea & Industries Ltd","DTIL","Tea & Coffee",224.3149982,214.5,-2.380252528,5.496786096,0.0,404.73,-84.21,10.03,0.007137808,0.000475854,0.0,0.0,0.0,0,0.0
"Quest Capital Markets Ltd","QUESTCAP","",223.3768746,223.5,10.15811162,21.71229307,0.0,39.13,28.94,6.95,0.0,0.0,0.0,0.0,0.0,0,0.0
"ABM Knowledgeware Ltd","ABMKNO","Software Services",223.2015342,111.0,15.22520697,-2.435948987,0.0,99.52,18.13,3.47,0.0,9.990376059,0.0,0.0,0.0,0,0.0
"JK Agri Genetics Ltd","JK AGRI","Seeds",222.7760172,483.95,28.74529254,5.486181843,0.0,249.91,10.27,2.52,0.0,0.0,0.0,0.0,0.0,0,0.0
"Samrat Pharmachem Ltd","SAMRATPH","Commodity Chemicals",222.6292082,731.45,12.95108832,24.98728301,0.0,222.36,23.61,6.42,0.0,0.0,0.0,-0.112470466,0.0,0,0.0
"IFL Enterprises Ltd","IFL","Textiles",222.2788852,123.0,-1058.470882,-6.35008583,0.0,2.55,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Sigma Solve Ltd","SIGMA","IT Services & Consulting",221.8717042,216.0,24.76246699,83.50567748,0.0,42.45,16.13,7.17,0.0,0.0,0.0,0.0,0.0,0,0.0
"Surat Textile Mills Ltd","SURATEX","Textiles",221.4982212,9.97,-51.15432361,-46.80337623,0.0,6.06,-4.89,-0.56,0.0,0.0,0.0,0.0,0.0,0,0.0
"VETO Switch Gears And Cables Ltd","VETO","Electrical Components & Equipments",220.8471488,114.25,11.03683902,2.394870033,0.0,270.97,29.79,9.78,0.0,-1.323518679,0.0,0.0,0.0,0,0.0
"Goyal Aluminiums Ltd","GOYALALUM","",220.3794123,153.95,205.9620676,0.0,0.0,82.44,1.46,0.39,0.0,0.0,0.0,0.0,0.0,0,0.0
"Smruthi Organics Ltd","SMRUTHIORG","Pharmaceuticals",219.9908976,189.8,21.1937281,10.76766229,0.0,133.95,13.77,3.39,0.0,0.0,0.0,0.0,0.0,0,0.0
"Compuage Infocom Ltd","COMPINFO","Technology Hardware",219.4452855,25.6,8.206629974,3.418431385,0.0,4223.95,36.64,9.9,0.0,0.242008541,0.0,-2.385503306,0.0,0,0.0
"PVP Ventures Ltd","PVP","Real Estate",219.2013435,9.35,-3.685294948,-20.67870634,0.0,49.52,-95.23,-35.75,-4.08e-05,4.49e-05,0.0,0.0,0.0,0,0.0
"Pavna Industries Ltd","PAVNAIND","Auto Parts",218.03632,179.0,26.81873555,32.11667152,0.0,336.95,14.0,5.87,0.0,0.0,0.0,0.0,0.0,0,0.0
"BSL Ltd","BSL","Textiles",217.6622993,211.05,18.9766608,-0.296419689,0.0,437.35,15.97,4.5,0.254222434,0.018130291,0.0,0.0,0.0,0,0.0
"Mercantile Ventures Ltd","MERCANTILE","Real Estate",217.0016869,18.9,24.91408575,10.85792656,0.0,53.36,16.46,7.75,0.0,0.0,0.0,0.0,0.0,0,0.0
"Indian Infotech and Software Ltd","INDINFO","Consumer Finance",216.0826377,2.15,675.2582427,29.24329746,0.0,55.39,0.43,0.11,0.213647003,0.0,0.213647003,-0.035126761,0.0,0,0.0
"Kaira Can Co Ltd","KAIRA","Packaging",215.3054244,2336.15,20.98493415,12.39797028,0.0,235.5,14.65,4.39,0.0,0.0,0.0,-0.037304814,0.0,0,0.0
"Panorama Studios International Ltd","PANORAMA","Movies & TV Serials",215.2101511,165.0,316.4855163,176.7341558,0.0,92.51,-1.07,-1.75,0.0,0.0,0.0,0.0,0.0,0,0.0
"Kshitij Polyline Ltd","KSHITIJPOL","Stationery",214.1413211,40.2,522.2959052,18.10004097,0.0,39.08,0.62,0.21,0.0,0.003948486,0.0,-6.037432039,0.0,0,0.0
"Thinkink Picturez Ltd","THINKINK","",214.0924322,73.25,70.42514216,-25.4144258,0.0,10.41,4.07,1.03,0.0,0.0,0.0,0.0,0.0,0,0.0
"CIL Nova Petrochemicals Ltd","CNOVAPETRO","Textiles",213.9,16.05,27.31800766,6.015775183,0.0,298.7,9.49,1.66,0.0,0.254911439,0.0,0.0,0.0,0,0.0
"Vertoz Advertising Ltd","VERTOZ","Advertising",213.8458781,187.6,35.05670132,15.78073877,0.0,42.61,7.75,1.65,0.0,0.000334169,0.0,0.0,0.0,0,0.0
"Jay Jalaram Technologies Ltd","KORE","Electrical Components & Equipments",213.8007529,192.2,245.7479919,0.0,0.0,165.56,1.08,0.21,0.188679245,0.0,0.0,-26.9541779,0.0,0,0.0
"Inspirisys Solutions Ltd","INSPIRISYS","IT Services & Consulting",213.615285,55.0,-16.01313981,-10.10063573,0.0,346.98,-11.63,1.71,0.0,7.57e-05,0.0,0.0,0.0,0,0.0
"GIR Natureview Resorts Ltd","GIRRESORTS","Hotels, Resorts & Cruise Lines",213.4210421,119.95,4268.420841,0.0,0.0,8.72,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0,0.0
"Lovable Lingerie Ltd","LOVABLE","Apparel & Accessories",213.0765521,144.05,37.31638391,-12.9688168,0.0,102.02,6.79,1.08,0.006756757,-0.045128378,0.0,0.0,0.0,0,0.0
"SPL Industries Ltd","SPLIL","Apparel & Accessories",213.0326057,76.0,10.10591109,5.977151281,0.0,207.91,28.65,7.57,-0.013793102,0.053737924,0.0,0.0,0.0,0,0.0
"Maheshwari Logistics Ltd","MAHESHWARI","Logistics",212.6134207,73.7,12.39005948,6.991535875,0.0,1037.59,23.77,6.61,0.0,0.000135148,0.0,0.0,0.0,0,0.0
"Airan Ltd","AIRAN","IT Services & Consulting",212.4169157,18.35,22.12676205,24.7691842,0.0,93.19,12.15,2.55,0.0,0.0,0.0,0.0,0.0,0,0.0
"Indag Rubber Ltd","INDAG","Auto Parts",212.3766879,80.65,102.1041769,-1.93482446,0.0,173.65,2.51,0.43,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ruttonsha International Rectifier Ltd","RIR","Electronic Equipments",212.2527572,299.25,75.53478904,9.016017903,0.0,43.96,3.7,0.89,0.0,0.0,0.0,0.0,0.0,0,0.0
"Mangalam Drugs and Organics Ltd","MANGALAM","Pharmaceuticals",210.9534095,140.15,10.73554247,8.273741127,0.0,451.16,27.73,8.08,-0.006001928,0.000126356,0.0,0.0,0.0,0,0.0
"Bharat Gears Ltd","BHARATGEAR","Auto Parts",210.4018716,135.8,8.139337392,12.54541463,0.0,736.57,34.08,8.23,0.004884384,0.248009491,-0.014653153,0.0,0.0,0,0.0
"Reliance Naval and Engineering Ltd","RNAVAL","Shipbuilding",210.097704,2.85,-0.061305165,-38.44942424,0.0,30.58,-3427.08,0.0,0.014829894,0.0,0.0,0.0,0.0,0,0.0
"DJ Mediaprint & Logistics Ltd","DJML","",209.8902652,187.05,67.05759272,36.28754207,0.0,47.49,4.33,1.2,0.0,0.0,0.0,0.0,0.0,0,0.0
"Praxis Home Retail Ltd","PRAXIS","Home Furnishing",209.6175506,27.9,14.72033361,134.4788545,0.0,492.61,14.24,0.0,0.0,0.011911067,0.0,0.0,0.0,0,0.0
"Bedmutha Industries Ltd","BEDMUTHA","Iron & Steel",209.5997146,65.0,22.34538535,1.608529142,0.0,718.64,9.38,0.0,0.0,3.1e-05,0.0,0.0,0.0,0,0.0
"Sera Investments & Finance India Ltd","SERA","",209.584477,208.95,-194.0597009,31.69273671,0.0,3.05,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Suumaya Industries Ltd","SUULD","Apparel & Accessories",209.2719292,38.95,0.239836721,127.1451142,0.0,12822.59,1031.13,158.57,0.0,-0.63319187,0.0,8.248932923,0.0,0,0.0
"VTM Ltd","VTMLTD","Textiles",209.2693087,51.55,14.04492005,3.611211524,0.0,198.91,18.07,3.17,0.0,0.0,0.0,0.0,0.0,0,0.0
"Kimia Biosciences Ltd","KIMIABL","Pharmaceuticals",208.770677,43.55,-56.42450731,127.8274594,0.0,125.83,-5.02,-1.32,0.0,0.0,0.0,-2.11e-06,0.0,0,0.0
"Ambalal Sarabhai Enterprises Ltd","AMBALALSA","Pharmaceuticals",207.9447794,28.25,4.40374374,11.80100068,0.0,245.19,54.2,6.98,0.0,0.0,0.0,0.0,0.0,0,0.0
"Xelpmoc Design and Tech Ltd","XELPMOC","IT Services & Consulting",207.7144557,142.85,-16.18974713,37.15856626,0.0,9.32,-13.46,-0.63,-0.000363342,-3.539256979,-0.000363342,-0.044471836,0.0,0,0.0
"Indianivesh Ltd","INDIANVSH","Diversified Financials",207.321974,56.2,-53.29613729,-36.56039526,0.0,8.84,-7.84,-3.95,0.052977483,0.383957616,0.0,0.0,0.0,0,0.0
"RRIL Ltd","RRIL","",206.5565104,17.13,48.83132634,39.37768875,0.0,84.84,7.16,2.93,0.0,0.0,0.0,0.136084615,0.0,0,0.0
"T T Ltd","TTL","Textiles",205.1932749,93.1,14.12204232,-10.5045294,0.0,396.26,14.94,0.41,0.0,-0.069285354,0.0,0.0302353,0.0,0,0.0
"Securekloud Technologies Ltd","SECURKLOUD","Software Services",204.1932981,59.5,-3.082162991,-6.389531392,0.0,380.43,-105.25,-39.0,0.0,0.038218404,0.0,0.0,0.0,0,0.0
"Shree Securities Ltd","SHREESEC","Diversified Financials",203.7766782,26.8,679.2555941,-36.00813767,0.0,0.47,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"S & T Corporation Ltd","STCORP","Packaged Foods & Meats",203.4802288,332.6,299.2356306,-7.851178526,0.0,0.99,0.68,0.0,0.0,0.0,0.0,-1.095607282,0.0,0,0.0
"Apollo Finvest (India) Ltd","APOLLOFI","Diversified Financials",203.2388107,542.0,15.96534255,126.5489256,0.0,74.0,17.04,4.31,0.0,0.0,0.0,0.0,0.0,0,0.0
"Orissa Bengal Carrier Ltd","OBCL","Logistics",203.1261324,96.4,25.90894546,7.449749486,0.0,306.45,10.62,2.78,0.0,0.0,0.0,0.0,0.0,0,0.0
"Indian Toners & Developers Ltd","INDTONER","Commodity Chemicals",202.7290057,184.85,9.774783302,0.258053649,0.0,127.31,25.27,4.53,0.0,0.0,0.0,0.0,0.0,0,0.0
"Modern Insulators Ltd","MODINSU","Electrical Components & Equipments",202.3715032,42.95,9.207074761,2.805008752,0.0,453.4,20.62,-1.36,0.599400983,0.0,0.0,0.0,0.0,0,0.0
"Zodiac Energy Ltd","ZODIAC","Renewable Energy Equipment & Services",202.1958576,136.1,36.8970543,53.77695008,0.0,143.95,7.65,2.17,0.0,0.000136673,0.0,0.0,0.0,0,0.0
"Kamat Hotels (India) Ltd","KAMATHOTEL","Hotels, Resorts & Cruise Lines",202.0040324,85.5,-8.910632217,-8.213434289,0.0,145.63,-30.07,-7.4,-3.178375833,-0.135464389,0.0,0.0,0.0,0,0.0
"Industrial Investment Trust Ltd","IITL","Asset Management",201.9147525,88.6,6.224252543,-23.73194848,0.0,83.85,35.63,3.19,0.0,0.000719115,0.0,0.0,0.0,0,0.0
"Hindustan Organic Chemicals Ltd","HOCL","Commodity Chemicals",201.7439641,30.05,-7.561617847,20.58922409,0.0,467.29,-29.35,-2.67,0.0,0.0,0.0,0.0,0.0,0,0.0
"PG Foils Ltd","PGFOILQ","Packaging",201.3444339,223.4,4.324407944,10.2591949,0.0,423.07,62.8,16.24,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shri Venkatesh Refineries Ltd","SVRL","",200.1249078,185.0,14.21341675,0.0,0.0,612.38,19.27,5.19,0.0,0.0,0.0,0.0,0.0,0,0.0
"SMS Lifesciences India Ltd","SMSLIFE","Pharmaceuticals",200.1219907,655.25,7.903712113,10.69899121,0.0,364.5,32.73,7.41,0.0,0.0,0.0,0.008467605,0.0,0,0.0
"Modison Metals Ltd","MODISONLTD","Electrical Components & Equipments",200.1062014,63.1,13.67779914,12.26520926,0.0,341.2,19.78,5.15,0.0,6.16e-05,0.0,0.0,0.0,0,0.0
"Sadbhav Infrastructure Projects Ltd","SADBHIN","Roads",198.8974926,5.5,-9.462297461,5.526113463,0.0,1837.1,-37.56,-16.54,-0.569581594,-0.184427455,-0.569581594,0.0,0.0,0,0.0
"NINtec Systems Ltd","NINSYS","IT Services & Consulting",198.653702,202.2,71.45816619,43.60737378,0.0,20.4,3.69,0.91,0.0,0.0,0.0,-0.036337209,0.0,0,0.0
"Synergy Green Industries Ltd","SGIL","Industrial Machinery",198.5583546,140.6,139.8298272,18.74673464,0.0,284.91,3.06,1.64,0.0,7.08e-05,0.0,-0.141542817,0.0,0,0.0
"Frontier Springs Ltd","FRONTSP","Industrial Machinery",198.4703277,489.0,26.35728123,11.50615293,0.0,84.64,10.09,2.56,0.0,0.0,0.0,0.0,0.0,0,0.0
"GEE Ltd","GEE","Industrial Machinery",198.4424987,74.25,13.15931689,10.30166243,0.0,324.6,19.61,4.53,0.0,0.09619652,0.0,0.0,0.0,0,0.0
"Asian Hotels East Ltd","AHLEAST","Hotels, Resorts & Cruise Lines",198.3129015,114.05,-5.748200042,-13.72949108,0.0,98.37,-34.71,-0.21,0.0,0.0,0.0,0.0,0.0,0,0.0
"ADC India Communications Ltd","ADCINDIA","Communication & Networking",197.9209059,427.5,23.31223862,13.94895007,0.0,120.05,11.38,2.89,-0.002173913,0.0,0.0,0.0,0.0,0,0.0
"Sunedison Infrastructure Ltd","REFEXRENEW","Renewable Energy Equipment & Services",197.5140787,456.0,-6.081098481,0.0,0.0,77.39,-32.44,0.04,0.0,0.0,0.0,0.0,0.0,0,0.0
"Steelman Telecom Ltd","STML","",197.0923186,203.8,49.64542031,0.0,0.0,101.16,5.34,1.37,0.111614063,1.6246047,0.0,-28.01512991,0.0,0,0.0
"Indo Tech Transformers Ltd","INDOTECH","Heavy Electrical Equipments",196.9986143,183.75,16.16067385,13.34722012,0.0,281.76,12.48,0.29,0.0,-0.033060264,0.0,0.0,0.0,0,0.0
"Navkar Urbanstructure Ltd","NAVKAR","Cement",196.9313334,9.21,214.0557971,-18.8208974,0.0,14.86,0.97,0.05,0.0,0.0,0.0,-0.056902104,0.0,0,0.0
"Kohinoor Foods Ltd","KOHINOOR","Packaged Foods & Meats",196.5561248,53.0,-31.05152051,-38.32288818,0.0,103.49,-5.53,0.8,0.0,0.024663131,0.0,-15.19485708,0.0,0,0.0
"Essar Shipping Ltd","ESSARSHPNG","Logistics",196.5189471,9.45,-2.503745026,-15.04768734,0.0,940.4,-80.77,-2.28,0.000388451,-0.115870399,0.0,0.0,0.0,0,0.0
"Kanpur Plastipack Ltd","KANPRPLA","Packaging",196.3126281,91.5,7.492848401,20.95381755,0.0,637.75,37.07,10.87,0.0,4.66e-05,0.0,-5.784497128,0.0,0,0.0
"Par Drugs and Chemicals Ltd","PAR","Pharmaceuticals",195.4744436,158.1,21.2241524,9.043438886,0.0,75.25,12.7,3.49,-0.122514798,8.13e-05,0.0,0.0,0.0,0,0.0
"Atlas Jewellery India Ltd","AJIL","Precious Metals, Jewellery & Watches",194.6592251,19.0,-38.93184502,-41.75406208,0.0,1.44,-4.85,0.15,0.013150923,0.093279455,0.0,0.0,0.0,0,0.0
"Panasonic Energy India Co Ltd","PANAENERG","Batteries",194.330385,260.55,20.69546166,2.876259265,0.0,245.1,12.51,3.12,0.0,0.0,0.0,0.0,0.0,0,0.0
"Almondz Global Securities Ltd","ALMONDZ","Investment Banking & Brokerage",194.28901,76.1,10.47380108,9.619488652,0.0,86.74,20.15,1.6,0.0,0.0,0.0,0.254696094,0.0,0,0.0
"Rajshree Polypack Ltd","RPPL","Plastic Products",193.2098676,169.7,20.16804464,15.66868014,0.0,199.66,12.86,3.28,-0.169555063,0.000174688,0.0,0.241862053,0.0,0,0.0
"Calcom Vision Ltd","CALCOM","Electrical Components & Equipments",192.9858773,152.0,227.0422086,47.97503245,0.0,100.25,1.35,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0
"RPP Infra Projects Ltd","RPPINFRA","Construction & Engineering",192.1811334,38.95,35.85468907,17.11403892,0.0,815.96,11.19,5.83,0.0,-0.191472761,0.0,0.0,0.0,0,0.0
"Andhra Cements Ltd","ANDHRACEMT","Cement",192.1500091,6.55,-0.813195688,-71.95527065,0.0,0.61,-236.29,0.0,-9.345963825,-2.517711779,0.0,-0.051009045,0.0,0,0.0
"Tirupati Forge Ltd","TIRUPATIFL","Auto Parts",190.9947236,19.5,30.70654721,40.53865763,0.0,89.31,8.35,2.13,0.0,0.002581633,0.0,0.0,0.0,0,0.0
"Intrasoft Technologies Ltd","ISFT","Retail - Online",190.7437505,129.55,14.89022252,-14.72624282,0.0,426.44,12.49,-0.32,0.00962481,-0.065635261,0.0,-0.00323645,0.0,0,0.0
"Pashupati Cotspin Ltd","PASHUPATI","Textiles",189.4171932,124.0,17.03392025,18.37836179,0.0,665.6,16.07,4.95,0.0,0.0,0.0,0.0,0.0,0,0.0
"Panasonic Carbon India Co Ltd","PANCARBON","Batteries",189.3516293,391.9,12.3436525,0.124003924,0.0,56.66,20.45,5.11,0.0,0.0,0.0,0.0,0.0,0,0.0
"A2z Infra Engineering Ltd","A2ZINFRA","Construction & Engineering",189.2245467,10.8,-1.051773368,-13.20907848,0.0,508.83,-176.69,3.22,0.0,-0.089281244,0.0,0.0,0.0,0,0.0
"Aarnav Fashions Ltd","AARNAV","Investment Banking & Brokerage",186.802963,43.95,20.06476509,268.3900618,0.0,420.66,12.62,3.31,0.0,0.0,0.0,45.26170085,0.0,0,0.0
"CG VAK Software and Exports Ltd","CGVAK","Software Services",186.1487707,366.9,20.61448181,11.12811745,0.0,54.81,12.1,3.07,0.0,0.0,0.0,0.159043206,0.0,0,0.0
"Triton Valves Ltd","TRITONV","Auto Parts",186.1090508,1755.15,-63.08781384,11.28327157,0.0,322.68,-2.36,0.59,0.0,0.0,0.0,0.0,0.0,0,0.0
"Batliboi Ltd","BATLIBOI","Industrial Machinery",185.8329113,63.4,-39.62322202,-0.756440649,0.0,198.73,-2.26,2.43,0.0,0.0,0.0,0.0,0.0,0,0.0
"Premier Polyfilm Ltd","PREMIERPOL","Home Furnishing",185.606102,88.35,18.97812904,18.27724659,0.0,243.86,13.88,4.1,0.0,0.00062057,0.0,-0.051349751,0.0,0,0.0
"Pil Italica Lifestyle Ltd","PILITA","Home Furnishing",185.547726,8.05,73.92339682,0.148236643,0.0,67.76,3.36,0.85,0.0,0.002846809,0.0,0.0,0.0,0,0.0
"IL&FS Engineering and Construction Company Ltd","IL&FSENGG","Construction & Engineering",185.434114,14.15,-0.480237521,-28.45263231,0.0,378.68,-386.35,-0.22,0.0,0.057587995,0.0,0.0,0.0,0,0.0
"Silicon Rental Solutions Ltd","SRSOLTD","",185.3074585,170.0,24.77372439,0.0,0.0,24.68,10.01,2.53,0.0,0.0,0.0,0.0,0.0,0,0.0
"Palred Technologies Ltd","PALREDTEC","IT Services & Consulting",184.7322478,151.1,-108.0305543,24.64682772,0.0,128.63,-1.66,0.05,-4.86e-05,-0.568262164,0.0,-2.979805013,0.0,0,0.0
"Visa Steel Ltd","VISASTEEL","Iron & Steel",184.5825105,16.05,-2.116043913,-6.615897214,0.0,1119.71,-87.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Shree Tirupati Balajee FIBC Ltd","TIRUPATI","Packaging",184.366728,182.0,26.338104,23.25218089,0.0,197.82,8.69,1.69,0.0,0.0,0.0,0.0,0.0,0,0.0
"Rajoo Engineers Ltd","RAJOOENG","Industrial Machinery",184.1830745,29.35,11.44705248,9.023547361,0.0,193.46,21.65,5.56,0.0,0.0,0.0,0.0,0.0,0,0.0
"Jainam Ferro Alloys (I) Ltd","JAINAM","Metals - Diversified",184.0858598,174.5,6.56745843,0.0,0.0,201.61,37.52,9.49,0.0,0.0,0.0,0.0,0.0,0,0.0
"Lokesh Machines Ltd","LOKESHMACH","Industrial Machinery",183.9668768,101.9,28.97116171,8.931459041,0.0,202.66,9.35,3.0,0.0,0.544092593,0.0,0.043868251,0.0,0,0.0
"Nippon India ETF Nifty SDL-2026 Maturity","SDL26BEES","Debt",183.7082079,108.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
"Swastik Pipe Ltd","SWASTIK","Iron & Steel",183.6596153,80.5,8.998511286,0.0,0.0,628.32,21.67,1.26,0.0,0.0,0.0,0.0,0.0,0,0.0
"International Travel House Ltd","ITHL","Hotels, Resorts & Cruise Lines",183.6523533,230.75,-17.16377133,-14.04904311,0.0,96.51,-10.7,0.0,0.002514229,0.0,0.0,0.0,0.0,0,0.0
"Waaree Technologies Ltd","WAAREE","Specialty Chemicals",183.280383,172.0,964.6335945,22.90608206,0.0,13.49,0.26,0.07,0.0,0.0,0.0,-4.914498225,0.0,0,0.0
"Sarthak Metals Ltd","SMLT","Electrical Components & Equipments",183.0679479,134.0,6.661861276,24.52342473,0.0,460.93,35.84,8.36,0.0,0.413060867,0.0,0.0,0.0,0,0.0
"RDB Rasayans Ltd","RDBRL","Packaging",182.9815985,104.45,8.294723412,12.18334559,0.0,135.18,27.58,5.52,0.0,0.062659471,0.0,0.0,0.0,0,0.0
"Sikko Industries Ltd","SIKKO","Fertilizers & Agro Chemicals",182.8512123,107.8,97.78139697,24.11148573,0.0,51.24,2.6,0.73,0.0,0.130428571,0.0,0.0,0.0,0,0.0
"West Leisure Resorts Ltd","WESTLEIRES","Diversified Financials",182.565256,628.15,-730.2610239,-5.591248871,0.0,0.18,-0.31,-0.06,0.0,0.0,0.0,0.0,0.0,0,0.0
"Scan Steels Ltd","SCANSTL","Iron & Steel",182.0856209,34.85,3.586480617,21.24265077,0.0,1002.33,65.85,15.08,0.0,0.0,0.0,0.0,0.0,0,0.0
"G M Polyplast Ltd","GMPL","",181.979239,946.95,43.32839023,10.76651493,0.0,74.75,5.49,1.29,0.0,0.0,0.0,0.0,0.0,0,0.0
"Emkay Global Financial Services Ltd","EMKAY","Investment Banking & Brokerage",181.7447196,73.5,5.377062711,20.30295865,0.0,274.29,46.06,12.26,0.01095769,-0.049938657,0.0,0.0,0.0,0,0.0
"Future Retail Ltd","FRETAIL","Retail - Department Stores",181.5650877,3.35,-0.056925521,-2.074722535,0.0,6560.87,-3168.49,21.03,-0.607571405,-0.243600919,0.006230498,-3.92742491,0.0,0,0.0
"BEW Engineering Ltd","BEWLTD","Industrial Machinery",181.4112195,697.0,32.10818044,0.0,0.0,100.47,7.86,2.21,0.0,0.0,0.0,0.0,0.0,0,0.0
"Atam Valves Ltd","ATAM","",181.3256532,172.0,124.1956529,5.832701093,0.0,20.42,2.01,0.55,0.0,0.682593857,0.0,-4.467834247,0.0,0,0.0
"Shardul Securities Ltd","SHARDUL","Investment Banking & Brokerage",181.0964533,108.95,18.80544686,21.12086575,0.0,15.51,12.45,2.82,0.0,0.0,0.0,0.0,0.0,0,0.0
"Basant Agro Tech (India) Ltd","BASANTGL","Commodity Chemicals",180.7022593,19.85,9.515653467,9.098053135,0.0,466.65,19.35,0.36,0.0,0.0,0.0,0.0,0.0,0,0.0
"Nile Ltd","NILE","Metals - Lead",179.8047585,604.8,7.535823912,3.900122557,0.0,702.64,32.18,8.32,0.0,0.0,0.0,0.0,0.0,0,0.0
"Ashapuri Gold Ornament Ltd","AGOL","Precious Metals, Jewellery & Watches",179.76584,71.7,58.93961967,34.46393473,0.0,163.96,4.09,1.04,0.0,0.0,0.0,-0.000108006,0.0,0,0.0
"RMC Switchgears Ltd","RMC","Electrical Components & Equipments",179.6208929,288.0,320.7515945,-4.212750788,0.0,42.23,0.33,-0.23,0.0,0.0,0.0,0.0,0.0,0,0.0
"Diksat Transworld Ltd","DIKSAT","TV Channels & Broadcasters",178.838749,102.0,226.3781633,27.73854976,0.0,33.16,0.68,-0.11,0.0,0.0,0.0,0.0,0.0,0,0.0
"Modi's Navnirman Ltd","MODIS","",178.0694481,100.05,209.4934683,0.0,0.0,9.01,1.13,0.28,0.0,0.0,0.0,0.0,0.0,0,0.0
"Modi Rubber Ltd","MODIRUBBER","Tires & Rubber",177.8149682,70.4,6.937766999,5.215307396,0.0,57.65,27.54,1.91,0.029623971,1.999997444,0.0,0.0,0.0,0,0.0
"Aries Agro Ltd","ARIES","Fertilizers & Agro Chemicals",177.5414098,137.3,13.34897818,12.73733457,0.0,552.0,20.29,6.99,0.0,0.136292971,0.0,0.0,0.0,0,0.0
"Goldstone Technologies Ltd","GOLDTECH","IT Services & Consulting",177.3082662,50.75,347.663267,11.14104431,0.0,63.66,0.87,0.36,0.0,0.000520501,0.0,0.0,0.0,0,0.0
"Sky Gold Ltd","SKYGOLD","Precious Metals, Jewellery & Watches",177.2837399,165.1,10.47776241,37.09617372,0.0,796.26,21.67,4.75,0.0,0.0,0.0,0.0,0.0,0,0.0
"Avonmore Capital & Management Services Ltd","AVONMORE","Investment Banking & Brokerage",177.2699946,75.6,5.459500912,13.50720527,0.0,115.48,45.47,13.0,0.000420951,0.0,0.0,3.275853542,0.0,0,0.0
"Reliance Home Finance Ltd","RHFL","Home Financing",176.9489342,3.6,-0.03252977,-23.82985152,0.0,293.5,-7906.4,-2466.8,0.017825673,0.003107252,0.0,-0.144312396,0.0,0,0.0
"Lotus Eye Hospital and Institute Ltd","LOTUSEYE","Hospitals & Diagnostic Centres",176.8792724,84.65,59.15694728,2.798279501,0.0,39.8,4.1,1.11,0.0,0.0,0.0,0.139697726,0.0,0,0.0
"TRF Ltd","TRF","Industrial Machinery",176.8534633,160.8,-7.675931565,-24.4164273,0.0,147.94,-23.05,-0.01,0.0,9.09e-05,0.0,0.0,0.0,0,0.0
"Sonal Mercantile Ltd","SONAL","Diversified Financials",176.6912151,120.15,10.38138749,51.84862152,0.0,20.91,8.18,-8.84,0.0,0.0,0.0,0.0,0.0,0,0.0
